time,lat,lon,rain
2010-01-22,30.5,79.0,0.0
2010-01-22,30.5,79.25,0.0
2010-01-22,30.5,79.5,0.0
2010-01-22,30.5,79.75,0.0
2010-01-22,30.5,80.0,0.0
2010-01-22,30.75,79.0,0.0
2010-01-22,30.75,79.25,0.0
2010-01-22,30.75,79.5,0.0
2010-01-22,30.75,79.75,0.0
2010-01-22,30.75,80.0,0.0
2010-01-22,31.0,79.0,0.0
2010-01-22,31.0,79.25,0.0
2010-01-22,31.0,79.5,0.0
2010-01-22,31.0,79.75,0.0
2010-01-22,31.0,80.0,0.0
2010-01-23,30.25,79.0,0.0
2010-01-23,30.25,79.25,0.0
2010-01-23,30.25,79.5,0.0
2010-01-23,30.25,79.75,0.0
2010-01-23,30.25,80.0,0.0
2010-01-23,30.5,79.0,0.0
2010-01-23,30.5,79.25,0.0
2010-01-23,30.5,79.5,0.0
2010-01-23,30.5,79.75,0.0
2010-01-23,30.5,80.0,0.0
2010-01-23,30.75,79.0,0.0
2010-01-23,30.75,79.25,0.0
2010-01-23,30.75,79.5,0.0
2010-01-23,30.75,79.75,0.0
2010-01-23,30.75,80.0,0.0
2010-01-23,31.0,79.0,0.0
2010-01-23,31.0,79.25,0.0
2010-01-23,31.0,79.5,0.0
2010-01-23,31.0,79.75,0.0
2010-01-23,31.0,80.0,0.0
2010-01-24,30.25,79.0,0.0
2010-01-24,30.25,79.25,0.0
2010-01-24,30.25,79.5,0.0
2010-01-24,30.25,79.75,0.0
2010-01-24,30.25,80.0,0.0
2010-01-24,30.5,79.0,0.0
2010-01-24,30.5,79.25,0.0
2010-01-24,30.5,79.5,0.0
2010-01-24,30.5,79.75,0.0
2010-01-24,30.5,80.0,0.0
2010-01-24,30.75,79.0,0.0
2010-01-24,30.75,79.25,0.0
2010-01-24,30.75,79.5,0.0
2010-01-24,30.75,79.75,0.0
2010-01-24,30.75,80.0,0.0
2010-01-24,31.0,79.0,0.0
2010-01-24,31.0,79.25,0.0
2010-01-24,31.0,79.5,0.0
2010-01-24,31.0,79.75,0.0
2010-01-24,31.0,80.0,0.0
2010-01-25,30.25,79.0,0.0
2010-01-25,30.25,79.25,0.0
2010-01-25,30.25,79.5,0.0
2010-01-25,30.25,79.75,0.0
2010-01-25,30.25,80.0,0.0
2010-01-25,30.5,79.0,0.0
2010-01-25,30.5,79.25,0.0
2010-01-25,30.5,79.5,0.0
2010-01-25,30.5,79.75,0.0
2010-01-25,30.5,80.0,0.0
2010-01-25,30.75,79.0,0.0
2010-01-25,30.75,79.25,0.0
2010-01-25,30.75,79.5,0.0
2010-01-25,30.75,79.75,0.0
2010-01-25,30.75,80.0,0.0
2010-01-25,31.0,79.0,0.0
2010-01-25,31.0,79.25,0.0
2010-01-25,31.0,79.5,0.0
2010-01-25,31.0,79.75,0.0
2010-01-25,31.0,80.0,0.0
2010-01-26,30.25,79.0,0.0
2010-01-26,30.25,79.25,0.0
2010-01-26,30.25,79.5,0.0
2010-01-26,30.25,79.75,0.0
2010-01-26,30.25,80.0,0.0
2010-01-26,30.5,79.0,0.0
2010-01-26,30.5,79.25,0.0
2010-01-26,30.5,79.5,0.0
2010-01-26,30.5,79.75,0.0
2010-01-26,30.5,80.0,0.0
2010-01-26,30.75,79.0,0.0
2010-01-26,30.75,79.25,0.0
2010-01-26,30.75,79.5,0.0
2010-01-26,30.75,79.75,0.0
2010-01-26,30.75,80.0,0.0
2010-01-26,31.0,79.0,0.0
2010-01-26,31.0,79.25,0.0
2010-01-26,31.0,79.5,0.0
2010-01-26,31.0,79.75,0.0
2010-01-26,31.0,80.0,0.0
2010-01-27,30.25,79.0,0.0
2010-01-27,30.25,79.25,0.0
2010-01-27,30.25,79.5,0.0
2010-01-27,30.25,79.75,0.0
2010-01-27,30.25,80.0,0.0
2010-01-27,30.5,79.0,0.0
2010-01-27,30.5,79.25,0.0
2010-01-27,30.5,79.5,0.0
2010-01-27,30.5,79.75,0.0
2010-01-27,30.5,80.0,0.0
2010-01-27,30.75,79.0,0.0
2010-01-27,30.75,79.25,0.0
2010-01-27,30.75,79.5,0.0
2010-01-27,30.75,79.75,0.0
2010-01-27,30.75,80.0,0.0
2010-01-27,31.0,79.0,0.0
2010-01-27,31.0,79.25,0.0
2010-01-27,31.0,79.5,0.0
2010-01-27,31.0,79.75,0.0
2010-01-27,31.0,80.0,0.0
2010-01-28,30.25,79.0,0.0
2010-01-28,30.25,79.25,0.0
2010-01-28,30.25,79.5,0.0
2010-01-28,30.25,79.75,0.0
2010-01-28,30.25,80.0,0.0
2010-01-28,30.5,79.0,0.0
2010-01-28,30.5,79.25,0.0
2010-01-28,30.5,79.5,0.0
2010-01-28,30.5,79.75,0.0
2010-01-28,30.5,80.0,0.0
2010-01-28,30.75,79.0,0.0
2010-01-28,30.75,79.25,0.0
2010-01-28,30.75,79.5,0.0
2010-01-28,30.75,79.75,0.0
2010-01-28,30.75,80.0,0.0
2010-01-28,31.0,79.0,0.0
2010-01-28,31.0,79.25,0.0
2010-01-28,31.0,79.5,0.0
2010-01-28,31.0,79.75,0.0
2010-01-28,31.0,80.0,0.0
2010-01-29,30.25,79.0,0.0
2010-01-29,30.25,79.25,0.0
2010-01-29,30.25,79.5,0.0
2010-01-29,30.25,79.75,0.0
2010-01-29,30.25,80.0,0.0
2010-01-29,30.5,79.0,0.0
2010-01-29,30.5,79.25,0.0
2010-01-29,30.5,79.5,0.0
2010-01-29,30.5,79.75,0.0
2010-01-29,30.5,80.0,0.0
2010-01-29,30.75,79.0,0.0
2010-01-29,30.75,79.25,0.0
2010-01-29,30.75,79.5,0.0
2010-01-29,30.75,79.75,0.0
2010-01-29,30.75,80.0,0.0
2010-01-29,31.0,79.0,0.0
2010-01-29,31.0,79.25,0.0
2010-01-29,31.0,79.5,0.0
2010-01-29,31.0,79.75,0.0
2010-01-29,31.0,80.0,0.0
2010-01-30,30.25,79.0,0.0
2010-01-30,30.25,79.25,0.0
2010-01-30,30.25,79.5,0.0
2010-01-30,30.25,79.75,0.0
2010-01-30,30.25,80.0,0.0
2010-01-30,30.5,79.0,0.0
2010-01-30,30.5,79.25,0.0
2010-01-30,30.5,79.5,0.0
2010-01-30,30.5,79.75,0.0
2010-01-30,30.5,80.0,0.0
2010-01-30,30.75,79.0,0.0
2010-01-30,30.75,79.25,0.0
2010-01-30,30.75,79.5,0.0
2010-01-30,30.75,79.75,0.0
2010-01-30,30.75,80.0,0.0
2010-01-30,31.0,79.0,0.26210084557533264
2010-01-30,31.0,79.25,0.1414037048816681
2010-01-30,31.0,79.5,0.0
2010-01-30,31.0,79.75,0.0
2010-01-30,31.0,80.0,0.0
2010-01-31,30.25,79.0,0.0
2010-01-31,30.25,79.25,0.0
2010-01-31,30.25,79.5,0.0
2010-01-31,30.25,79.75,0.0
2010-01-31,30.25,80.0,0.0
2010-01-31,30.5,79.0,0.0
2010-01-31,30.5,79.25,0.0
2010-01-31,30.5,79.5,0.0
2010-01-31,30.5,79.75,0.0
2010-01-31,30.5,80.0,0.0
2010-01-31,30.75,79.0,0.0
2010-01-31,30.75,79.25,0.0
2010-01-31,30.75,79.5,0.0
2010-01-31,30.75,79.75,0.0
2010-01-31,30.75,80.0,0.0
2010-01-31,31.0,79.0,0.0
2010-01-31,31.0,79.25,0.0
2010-01-31,31.0,79.5,0.0
2010-01-31,31.0,79.75,0.0
2010-01-31,31.0,80.0,0.0
2010-02-01,30.25,79.0,0.0
2010-02-01,30.25,79.25,0.0
2010-02-01,30.25,79.5,0.0
2010-02-01,30.25,79.75,0.0
2010-02-01,30.25,80.0,0.0
2010-02-01,30.5,79.0,0.0
2010-02-01,30.5,79.25,0.0
2010-02-01,30.5,79.5,0.0
2010-02-01,30.5,79.75,0.0
2010-02-01,30.5,80.0,0.0
2010-02-01,30.75,79.0,0.0
2010-02-01,30.75,79.25,0.0
2010-02-01,30.75,79.5,0.0
2010-02-01,30.75,79.75,0.0
2010-02-01,30.75,80.0,0.0
2010-02-01,31.0,79.0,0.0
2010-02-01,31.0,79.25,0.0
2010-02-01,31.0,79.5,0.0
2010-02-01,31.0,79.75,0.0
2010-02-01,31.0,80.0,0.0
2010-02-02,30.25,79.0,0.0
2010-02-02,30.25,79.25,0.0
2010-02-02,30.25,79.5,0.0
2010-02-02,30.25,79.75,0.0
2010-02-02,30.25,80.0,0.0
2010-02-02,30.5,79.0,0.0
2010-02-02,30.5,79.25,0.0
2010-02-02,30.5,79.5,0.0
2010-02-02,30.5,79.75,0.0
2010-02-02,30.5,80.0,0.0
2010-02-02,30.75,79.0,0.0
2010-02-02,30.75,79.25,0.0
2010-02-02,30.75,79.5,0.0
2010-02-02,30.75,79.75,0.0
2010-02-02,30.75,80.0,0.0
2010-02-02,31.0,79.0,0.0
2010-02-02,31.0,79.25,0.0
2010-02-02,31.0,79.5,0.0
